customer_id,age,income,employment_years,credit_history_length,num_open_accounts,num_credit_inquiries,loan_amount,credit_utilization,savings_balance,debt_to_income,savings_to_loan,default
2215,33,2348.5085021702944,11.609655098484037,12.518306639357693,4,2,3128.6345061904694,0.4008944455952541,441.5053575542409,1.332179339908392,0.14111758873740501,0
2582,57,4823.815137246875,29.366507371798335,29.231106049534574,4,0,17589.950904234793,0.2303739856530211,6564.147571733688,3.6464811365623793,0.37317600301848286,0
1662,35,2940.413099887625,20.136901665563084,25.354617643489064,3,2,3988.2841471004144,0.37336524583094294,2604.801610500155,1.3563686501236294,0.6531133476018536,0
3027,29,4381.170348987359,13.005249667909936,18.376883640663905,4,3,9502.451646270887,0.28057443128042253,2771.70381256447,2.168929963763503,0.29168302199698,1
4343,52,1791.5733901825993,31.344485611892303,30.0,5,5,5054.886087130337,0.06837300027973356,1894.0619196066934,2.8214786593895194,0.37469922901506053,0
2680,35,3336.017488511504,16.31821132279324,19.339056551985923,4,4,11692.839451299335,0.6213295196886909,2339.8922853768913,3.5050294225275653,0.20011326548376385,1
1765,61,2392.1650626817564,36.39143289478673,30.0,2,2,5236.784761806387,0.21842328114319376,2547.952748308995,2.18914022426849,0.48654906859874436,0
1123,46,4102.060274237947,27.14163847486727,30.0,5,1,5489.7137471442575,0.25596936991519736,2827.3962467313336,1.3382820778185907,0.5150352781512774,0
4054,39,896.3359357098577,18.148160631394138,22.596303407988426,1,4,3578.4282436866747,0.30334722853000784,831.8426088910592,3.9922847016645835,0.23246032957588483,1
3761,31,2898.8113099479165,10.362335621038591,14.76173323203296,1,1,4795.525844888523,0.5624918860670871,3137.312706320737,1.654307691028943,0.6542166193650588,0
1535,53,2911.437754592982,24.65888683017805,24.69941109594476,0,1,5157.067067090731,0.1446643802909537,4250.0037428789965,1.7713128364002024,0.8241125600246578,0
2944,48,3942.4235974125886,24.071677555919255,26.928489741115687,4,2,11264.936091964455,0.3234590460479555,4494.250351881633,2.8573631964250694,0.39895924088619444,0
2987,32,4658.464130216768,13.077003645147862,12.675690202603166,5,2,15739.942344238169,0.09400004775353576,2928.6938467519135,3.3787836300256657,0.18606763498241172,0
4291,63,3569.299714703624,37.691955567230764,30.0,3,1,7819.474954597523,0.09513150812091511,1314.7730060737376,2.190758854568987,0.1681408296219053,0
4342,52,4144.086192470294,25.772227477169636,30.0,2,2,7044.54200940388,0.5414169839442798,2095.2712155466106,1.6999023867321208,0.29743185756428125,0
4424,59,1476.6951913571036,36.81674365016693,30.0,1,0,3200.7908651805865,0.2808814470858196,397.67993065199573,2.1675365938173163,0.12424427193232411,0
7941,38,,17.17340948432929,21.17973904798602,3,1,13652.035328865215,0.38391422777828293,2909.5998694569807,2.3223812234024974,0.21312572077110445,0
4997,49,3612.769572707933,27.03226397586982,26.42530741908134,1,4,4118.568695610534,0.15778288075321034,3351.4678071548774,1.140003150691806,0.8137457585026534,0
2748,63,1318.3676249923783,40.0,30.0,3,1,5171.219777021967,,718.5313359058558,3.9224414184562995,0.13894813349426968,0
2302,34,3715.7696009028696,12.697450867540017,14.244211854212372,2,2,13978.576582682015,0.16046163682728912,2576.659763092976,3.761959993236786,0.18432919459662195,0
3932,24,1843.8424866462865,4.348954615774059,7.03740814949345,1,3,4306.346949062391,0.4444774921853312,,2.335528647512123,0.11035288579655,1
5956,42,1508.768400628514,25.791779233081588,29.29365374126484,2,0,2266.3777996953354,0.4063771455214637,1697.6960059004698,1.502137636731536,0.7490789956240692,0
6131,45,1843.6485312895668,14.558167045796043,19.62107917837352,3,3,6762.347158059033,0.34277059161650475,2077.350152813064,3.6679155724594703,0.30719365691502254,1
7596,54,2867.2274541519537,32.1554850939367,30.0,1,0,10497.068531475667,0.026626147220506578,2572.90240269438,3.6610519044365137,0.24510675480297012,0
794,48,1365.573874924781,22.129202836288002,23.67305863817166,2,2,2313.870726318496,0.06242807609823449,464.1446939155695,1.6944310145402786,0.20059231859251314,0
3163,28,3796.524965873273,,5.338158579864226,4,3,4167.231232464893,0.12482360398568516,997.1811505540428,1.0976435740378045,0.23929105320229999,0
7940,46,3304.537797123401,22.208964517141446,22.67339685443818,6,0,3716.680860906132,0.4243280999319754,1670.382663617325,1.1247203358186737,0.4494285966780811,0
3181,50,5332.128992545695,28.065913651551845,30.0,1,0,12071.053370506075,0.581101782500996,4327.774386135107,2.263833712084119,0.3585249980510745,0
763,37,4092.2814526733137,18.129369348000427,22.939640484126727,1,2,9083.718000377861,0.35838579553806926,5117.142768528604,2.2197197591196605,0.563331310848239,0
3078,60,1088.7976335704618,37.287718995776856,30.0,2,2,1488.6376330718676,0.1245132102130235,1292.291306585476,1.3672307756494864,0.8681033435375252,0
811,50,2400.646232024533,,29.988452998574623,2,3,6348.767895323092,0.23494460170832354,3424.6289466985645,2.644607860429729,0.5394163093001659,0
7259,56,6212.6208441312865,29.696378593058743,30.0,0,1,20368.68732361115,0.21269836343413148,5283.452961602249,3.278598168895548,0.25939094049903405,0
6931,43,2626.7794961182244,18.96993506476846,23.460895780867396,1,0,4732.977458523132,0.5826268878608317,2653.009945166219,1.8018175737694706,0.5605372027260951,0
1618,49,1500.4125449848175,29.247680205740796,30.0,5,0,5417.3134192346215,0.3359103249386479,1701.6741098292755,3.6105492701605204,0.3141177144721478,0
6826,51,3961.36071115969,27.999368418539632,29.368533964917738,3,1,10202.97930034768,0.6685842292169597,4158.05805357697,2.5756249037368666,0.4075337145332912,0
1042,56,1132.0418587617205,31.20853619638658,30.0,2,1,3409.7169822661253,0.03981696905073339,708.2500898469855,3.0120060984280483,0.20771521317768632,0
5318,53,2134.67348177559,27.57410921654096,27.4718861832252,4,1,5678.53024934558,0.31489126777477067,1305.61336542499,2.6601399688641196,0.22992100210709537,0
4794,49,1819.3630874153325,28.010667332757837,29.614223972961202,5,1,4774.510219668792,,2022.9191680122842,2.62427563398116,0.4236914520946641,1
487,51,1485.0510382032942,33.54221153616481,30.0,5,3,5801.216579216798,0.6563237984911188,1756.1058399211574,3.9064088909937165,0.30271337329699266,0
1017,57,3122.383335039202,38.521618099477635,30.0,3,3,3568.8385441894407,0.3571629506644973,2419.3468738915935,1.142985393286002,0.6779087492850083,0
2815,42,3055.915971947314,16.28278108138961,18.434552096832597,5,2,8204.31308750904,0.6768864449308649,1321.8957258038465,2.6847312435364588,0.1611220478429103,1
2716,56,3647.511804915734,38.02697937844957,30.0,3,0,11596.43527228881,0.0777063940988028,1278.0329433482218,3.1792728557205354,0.11020912145323207,0
5363,62,3582.726144138944,39.64892620703032,30.0,0,2,12633.948190380075,0.25815203850519586,2391.806507159951,3.526350516923604,0.18931583944448616,0
2929,31,3296.1849498183465,4.207477275741587,2.9650313114613964,2,2,3710.1440928670577,0.13446826240052237,1483.7489294979484,1.125587353061461,0.39991679362279536,0
3362,39,1174.739958596117,20.38512037981767,18.352025231370646,1,3,3049.443669893539,0.23657585969755637,613.6825511289401,2.5958456997902775,0.20124410140370447,0
5165,42,3056.599450599074,26.772104764778682,28.034441354916993,0,2,3119.815476847153,0.16799420540826748,2461.5494802726666,1.0206818156156148,0.7890048301062593,0
1075,48,3483.3998447023773,23.454226201043177,27.45701468690816,0,3,10560.583054131861,0.37189067595324365,4389.551445592444,3.0316884437463023,0.4156542705163441,0
6398,62,1099.2576058073048,34.417180385545,30.0,3,1,4165.959758887926,0.05364240486808122,1254.2014447116374,3.789793890785415,0.3010594238304495,0
4981,34,1071.1960978453294,6.007630937511699,5.391758958634168,5,1,2016.1435485210707,0.5603459502238824,1335.0364451509577,1.882142357105732,0.6621733091030474,0
6228,40,1889.8368267431567,17.486103985870397,19.326119776303905,1,1,3644.414216794423,0.32685679838421977,1122.0332228263587,1.928427981306201,0.3078775232671779,1
2921,55,961.1737420660988,,30.0,3,0,2612.8043943701955,0.11238534327241481,647.6382950877485,2.718347661842926,0.24787094528898276,0
4019,56,2276.376149819289,29.844305017648743,30.0,3,1,6566.291694014318,0.15797840217791603,877.2190870291884,2.8845372038077213,0.13359429155863442,1
4331,25,2323.3822078116555,7.6325503618695665,6.999092883764618,2,2,3935.209142808863,0.19233115196286277,3251.3557874832422,1.6937416192557286,0.8262218523822848,1
6999,52,4134.090482239938,34.78037015867984,30.0,2,3,16068.474681738993,0.37848321585688105,5236.852020715066,3.8868222044895235,0.3259084713663882,0
1322,62,3261.6177766715227,39.498286323143766,30.0,0,2,11848.253991043577,0.4459058907002436,1205.8026647630306,3.6326310445654695,0.10177049425801728,0
7731,60,2209.789198377475,35.00092858460883,30.0,2,3,6417.950213522536,0.33473714574877617,3233.1602519080884,2.904326900608836,0.5037683597320314,0
2252,54,1811.7706100885675,31.213773597352173,30.0,3,0,6472.279221484364,0.6089335642418067,344.0550947709981,3.5723502663330926,0.053158258937427594,0
6654,44,1603.0838564093613,21.371959778068643,21.470028111923643,6,0,3568.7794619134625,,787.8689088307473,2.226196369980875,0.22076704857753182,0
7244,33,2239.886308198068,9.298293881201387,14.265095323911957,2,1,3765.2705376128074,,2494.228214184059,1.681009667245956,0.6624300137980011,0
866,61,2321.385140025364,38.242367633354746,30.0,2,3,4151.876843026362,0.12253873975581708,1986.4964256799074,1.7885342554493122,0.47845745449229704,0
5591,53,2474.1268189475463,33.45436074882518,30.0,3,1,4939.813604671894,0.057951387607018554,1012.300832227408,1.9965886820519616,0.20492692907886467,0
2465,25,1077.8061478828256,6.06950990749324,3.219921040652207,3,1,2760.201787578929,0.2905684540572809,239.40270790063306,2.560944556682011,0.08673377032721281,0
465,48,3669.2724925204334,31.08387682553087,30.0,4,3,7514.383516565027,0.29355886242381807,1067.604539307924,2.0479219060134115,0.14207480054144841,1
2882,60,1561.3195538797977,33.61219331848043,30.0,3,4,4059.8279202228728,0.28250848251050675,539.5069481714883,2.600254323424319,0.13288911716777171,0
4961,35,886.1339487320079,12.413860588216211,13.959667503225848,2,2,1034.6527327900517,0.20971310954628664,445.39220373580963,1.1676030855950879,0.4304750662908529,0
7042,59,2253.914911885803,37.20601007777577,30.0,3,1,6716.887712212826,0.3989742577558003,1463.1169516218094,2.9800981735343983,0.2178266206477638,0
6240,55,7779.337904444373,37.2740261666191,30.0,5,2,26164.993504435482,,,3.3633959375241043,0.07249060042701427,0
5447,42,1591.1680017553526,20.405347018303175,,3,1,2422.244924714641,0.5405015315324081,,1.5223062065366175,0.6968817591964306,0
1502,54,4544.675103923465,,30.0,2,2,15436.89505065873,0.3920164785527269,832.8791741640209,3.3966993674271455,0.053953801682967324,0
3915,61,2387.612923996046,40.0,30.0,2,2,4696.834587969285,0.21117124323334763,3193.591040180958,1.9671675172994094,0.6799453930869073,0
3262,48,1562.850091202023,21.65921150200338,23.643634481806927,2,2,4433.639413269725,0.1588167470811711,1534.6417132842093,2.8368935947399243,0.34613588752641483,0
263,39,6393.319302394057,15.797415702286736,16.13728737150392,1,1,6678.770837486276,0.18755643213553166,4466.509565541984,1.044648409001773,0.6687622130216804,0
3806,26,2152.4356827426946,6.341701842461891,8.697691696817964,2,1,6107.511212562315,0.17622174871352,837.1210140957527,2.8374883679590144,0.13706417965699502,0
4084,40,2387.1687895384302,17.841305236878505,22.93464872598499,2,4,3977.7670552550444,0.15986423212924505,651.7413059199627,1.666311604226429,0.1638460213649124,1
7839,62,2305.826271065082,39.690822511602434,30.0,1,1,3109.341858697798,0.38745564257429543,2611.626902718831,1.3484718678574015,0.8399291623123706,0
1811,27,1850.3615411836552,9.347985823855051,7.722656191061639,2,2,4702.339516759878,0.3673711831332366,489.88680060752324,2.541308502203221,0.10417937685305145,1
1144,49,1588.4203000132154,,28.878018811166946,2,1,1698.4350476819632,0.3144649589190688,490.3822976461841,1.0692604770084042,0.28872596471408285,1
5827,46,2620.4641338424676,23.231488354113264,26.067554108766004,4,3,4914.643985559158,0.32328637520942255,2727.1364306206237,1.8754860721381688,0.5549000982846058,0
2149,29,1250.5975628641131,6.411295274161774,9.436826095523887,2,1,4397.0843654084965,0.5335682744325018,980.0545534797242,3.515986673873179,0.2228873662715533,1
3929,25,5012.402769606249,0.0,2.2064386233575273,6,1,8246.026562669835,0.6257952854620056,4538.756769229144,1.6451244925230946,0.5504174325336663,0
6319,23,4695.463358906108,0.17595753353244326,4.346050045348769,0,4,10768.447657391078,0.18589561878695746,3628.9177090048015,2.2933727375310156,0.33699543559688866,1
3290,50,1211.0998224971372,29.21273979995935,28.736692198700336,3,0,4228.376917983488,0.22228764788197625,470.8720661287118,3.4913529334560556,0.11136000296616665,0
682,41,3261.8259589425406,22.15429226848746,,1,0,6950.061130737396,0.07293492318203695,2984.760557637554,2.130727150442617,0.42945817331550196,0
2840,46,1698.3026493420093,26.52045197431093,27.284612176847343,1,2,6046.045816529227,0.16169985212188734,1161.1662864916013,3.5600520430629414,0.19205383513917476,0
1002,26,1784.5662179510334,,3.5326734023570108,2,0,5429.12369614672,0.18518489108643485,1865.9456015615528,3.0422651967379615,0.343691856364572,0
6755,29,3354.077648913335,6.803760263132549,8.267938261926354,2,2,10935.406439663793,0.3130589526745506,1728.4002817937908,3.260331925591133,0.15805542220403562,1
5129,49,5388.189632924295,24.030859266241745,24.30157557417519,2,2,20464.593369590573,0.6512390154399137,7085.877884795424,3.7980462388596306,0.34625060741860164,1
4290,22,1759.225915961134,0.5437193340947024,3.7228150600590197,3,0,1779.6963278014873,0.5111719452313093,1065.201851629616,1.0116360335842196,0.5985301171832456,0
2173,60,3971.1317965260932,37.94300339817057,30.0,4,0,6498.221694371743,0.2655186365913439,1672.2041603653975,1.6363651541498379,0.2573325809757662,0
483,64,929.0402479438632,40.0,30.0,2,1,3705.915559134739,0.3239073431916016,854.7873601485223,3.9889720249866585,0.2306548399467847,1
3813,31,2535.4237714885035,6.526242084371537,7.233363357932452,1,0,5933.692491421021,0.01886850950794099,930.3401242841178,2.340315870722255,0.1567894065338254,0
4414,62,2522.2974659293704,40.0,30.0,5,0,6180.189532766964,0.2118140470159959,2675.961760959584,2.450222313683291,0.4329902419289584,0
518,44,3120.7193771323955,19.584243583003385,20.84975702418662,3,5,9798.7963345675,0.2921004946234234,3994.362434239376,3.1399158816937707,0.4076380708259388,0
6988,33,3449.264270943002,13.532234757442701,13.050502917156308,1,1,8691.64494662374,0.12826657530822097,5048.748354529784,2.5198547469508656,0.5808737454802458,0
1345,41,2017.4269000845918,15.562408128705114,20.671448942637472,6,0,8060.614442650567,0.06679747089561283,429.3008608399331,3.995492695330166,0.05325907396939908,1
696,37,2565.5600547467916,13.091568117752598,12.742818078380825,2,1,5033.22374519033,,,1.9618421076824433,0.21556644990960974,0
1009,53,4395.358227502167,30.093457297898254,30.0,3,4,14089.285551619396,0.4297789599009654,3304.790108608982,3.2054919809405793,0.23456051738756445,0
6317,25,1472.4301201439987,,6.8578504441896895,2,2,3206.6614365386954,0.13938901363809672,722.3054098258553,2.177802119549887,0.22525153469445142,0
6595,52,2750.559563909856,28.326775309540274,30.0,6,1,3957.4655121895935,0.2912963595515673,2170.5533393311257,1.4387856071599296,0.5484705634567105,0
2770,34,1891.668245181127,14.108708058908736,18.021422665943973,6,3,5241.959874416412,0.3633893779070406,2099.488197578365,2.7710777974784344,0.40051588487447193,0
